ID,Aired,Duration,Episodes,Genres,Popularity,Ranked,Rating,Score,ScoredBy,Source,Status,Studios,Title,Type
2993,"Jan 3, 2008 to Mar 27, 2008",25 min. per ep.,13,"Harem, Comedy, Romance, Ecchi, Vampire, Fantasy, School, Shounen",117,3059,R+ - Mild Nudity,7.11,202155,Manga,Finished Airing,Gonzo,Rosario to Vampire (Rosario + Vampire),TV
2994,"Aug 31, 2007 to Aug 22, 2008",1 hr. 52 min. per ep.,2,"Mystery, Police, Psychological, Supernatural, Thriller",702,796,R - 17+ (violence & profanity),7.83,46456,Manga,Finished Airing,Madhouse,Death Note Rewrite (Death Note: Relight),Special
2997,20-Dec-86,1 hr.,1,"Drama, Fantasy, Historical",6711,3101,R - 17+ (violence & profanity),7.09,608,Manga,Finished Airing,Madhouse,Hi no Tori: Houou-hen (Phoenix: Karma Chapter),Movie
2998,21-Dec-87,48 min.,1,"Drama, Fantasy, Sci-Fi",6920,2838,PG-13 - Teens 13 or older,7.16,514,Unknown,Finished Airing,Madhouse,Hi no Tori: Uchuu-hen (The Phoenix -Space-),OVA
2999,1-Aug-87,48 min.,1,"Drama, Historical",7097,3344,PG-13 - Teens 13 or older,7.03,478,Manga,Finished Airing,Madhouse,Hi no Tori: Yamato-hen (The Phoenix: Chapter of Yamato),OVA
3000,"Oct 5, 2007 to Mar 28, 2008",24 min. per ep.,23,"Action, Comedy, Police, Shounen",4155,2421,PG-13 - Teens 13 or older,7.28,1803,Manga,Finished Airing,Studio Deen,Taiho Shichau zo: Full Throttle,TV
3001,"Oct 12, 2007 to Dec 21, 2007",23 min. per ep.,11,"Comedy, School, Supernatural",1337,1137,PG-13 - Teens 13 or older,7.67,20889,Manga,Finished Airing,"Telecom Animation Film,       Shirogumi",Moyashimon,TV
3002,"Oct 3, 2007 to Apr 2, 2008",23 min. per ep.,26,"Game, Psychological, Seinen, Thriller",571,208,R - 17+ (violence & profanity),8.32,56350,Manga,Finished Airing,Madhouse,Gyakkyou Burai Kaiji: Ultimate Survivor (Kaiji: Ultimate Survivor),TV
3003,25-Nov-07,24 min.,1,"Drama, Fantasy",6063,4741,PG - Children,6.67,1157,Original,Finished Airing,Production I.G,Yumedamaya Kidan,Special
3004,"Dec 17, 2005 to Mar 18, 2006",25 min. per ep.,2,"Magic, Fantasy",5385,5874,PG-13 - Teens 13 or older,6.36,1015,Unknown,Finished Airing,Madhouse,Saint Beast: Ikusen no Hiru to Yoru-hen,OVA
3005,25-Oct-95,51 min.,1,"Adventure, Drama, Fantasy, Shounen",5005,4364,R - 17+ (violence & profanity),6.76,1360,Unknown,Finished Airing,Zero-G Room,Shadow Skill,OVA
3006,"Apr 19, 2002 to Sep 19, 2009",25 min. per ep.,330,"Comedy, Slice of Life",6425,1906,G - All Ages,7.41,475,Manga,Finished Airing,Shin-Ei Animation,Atashin&#039;chi (My Family),TV
3007,6-Jul-94,30 min.,1,"Music, Shounen Ai",5146,5518,PG-13 - Teens 13 or older,6.46,1528,Manga,Finished Airing,Madhouse,Bronze: Kouji Nanjo Cathexis,OVA
3008,"Jan 1, 1977 to Jan 27, 1979",25 min. per ep.,108,"Adventure, Comedy, Mecha",5161,4415,G - All Ages,6.75,1454,Unknown,Finished Airing,Tatsunoko Production,Time Bokan Series: Yatterman,TV
3009,"Oct 2, 1969 to Sep 30, 1971",23 min. per ep.,105,"Action, Drama, Shounen, Sports",4446,2089,PG-13 - Teens 13 or older,7.37,1965,Manga,Finished Airing,Toei Animation,Tiger Mask,TV
3010,"Apr 5, 1996 to Apr 14, 1997",24 min. per ep.,52,"Adventure, Historical, Shounen",4083,2288,PG-13 - Teens 13 or older,7.31,3139,Other,Finished Airing,Ashi Production,Kaiketsu Zorro (The Magnificent Zorro),TV
3011,"Feb 29, 2008 to Mar 28, 2008",37 min. per ep.,2,"Romance, School",3404,5554,PG-13 - Teens 13 or older,6.46,4540,Visual novel,Finished Airing,Hal Film Maker,Yotsunoha,OVA
3012,"Oct 7, 2001 to Jan 26, 2003",25 min. per ep.,68,"Sports, Shounen",5097,3926,G - All Ages,6.86,1828,Unknown,Finished Airing,Sunrise,Gekitou! Crush Gear Turbo,TV
3014,6-Feb-88,59 min.,1,"Action, Space, Military, Historical, Sci-Fi",2517,459,PG-13 - Teens 13 or older,8.06,10130,Novel,Finished Airing,"Artland,       Madhouse",Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Movie
3015,12-Dec-92,59 min.,1,"Action, Drama, Military, Sci-Fi, Shounen, Space",3725,5797,PG-13 - Teens 13 or older,6.38,3304,Novel,Finished Airing,Magic Bus,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,Movie
3016,18-Dec-93,1 hr. 30 min.,1,"Action, Space, Military, Drama, Sci-Fi",2822,310,PG-13 - Teens 13 or older,8.2,7150,Novel,Finished Airing,Magic Bus,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,Movie
3019,27-Jul-07,1 hr. 32 min.,1,"Action, Adventure, Comedy, Shounen",5315,3308,PG-13 - Teens 13 or older,7.04,1229,Unknown,Finished Airing,TMS Entertainment,Lupin III: Kiri no Elusive (Lupin III: Elusiveness of the Fog),Special
3020,"Mar 18, 1984 to Mar 17, 1985",25 min. per ep.,50,"Comedy, School",9334,6343,PG - Children,6.22,87,Manga,Finished Airing,Toei Animation,Gu-Gu Ganmo,TV
3021,"Feb 7, 1984 to Feb 26, 1985",23 min. per ep.,47,"Action, Comedy, Romance, School, Super Power",7322,4239,R+ - Mild Nudity,6.79,217,Unknown,Finished Airing,Toei Animation,Yume Senshi Wingman (Wingman),TV
3022,"Mar 10, 1985 to Jan 12, 1986",24 min. per ep.,45,"Action, Romance, School, Sci-Fi",8715,5689,PG-13 - Teens 13 or older,6.41,137,Manga,Finished Airing,Toei Animation,Haai Step Jun,TV
3023,"Apr 7, 1987 to Oct 26, 1989",24 min. per ep.,119,"Comedy, Ecchi, Magic, School, Super Power, Supernatural",7958,4253,PG-13 - Teens 13 or older,6.78,118,Manga,Finished Airing,Shin-Ei Animation,Esper Mami,TV
3024,"Apr 2, 1967 to Apr 7, 1968",23 min. per ep.,52,"Action, Fantasy, Mystery, Romance",6223,4188,PG-13 - Teens 13 or older,6.8,488,Manga,Finished Airing,Mushi Production,Ribbon no Kishi (Princess Knight),TV
3025,"Oct 21, 1992 to Nov 21, 1992",22 min. per ep.,2,"Action, Fantasy, Magic",7873,7233,R - 17+ (violence & profanity),5.81,257,Unknown,Finished Airing,"None found, add some",Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,OVA
3026,"Mar 5, 1994 to Oct 5, 1994",30 min. per ep.,2,"Romance, Comedy, Sci-Fi, Drama",7171,7775,R+ - Mild Nudity,5.44,466,Unknown,Finished Airing,Studio Fantasia,Compiler,OVA
3027,23-Feb-07,1 hr. 4 min.,1,"Action, Adventure, Drama, Martial Arts",4684,2839,R - 17+ (violence & profanity),7.16,1930,Unknown,Finished Airing,TMS Entertainment,Hokuto no Ken: Yuria-den,OVA
3028,22-Sep-06,24 min. per ep.,3,"Action, Fantasy, Military, Sci-Fi",7470,4248,PG-13 - Teens 13 or older,6.78,191,Unknown,Finished Airing,"None found, add some",Cluster Edge Specials,Special
3031,20-Jul-02,40 min.,1,"Adventure, Comedy, Drama, Fantasy, Shounen",2914,3456,PG - Children,7,6414,Original,Finished Airing,Toei Animation,Digimon Frontier: Ornismon Fukkatsu!!,Movie
3032,14-Jul-01,50 min.,1,"Adventure, Drama, Sci-Fi, Shounen",2833,3095,PG - Children,7.09,6988,Original,Finished Airing,Toei Animation,Digimon Tamers: Boukensha-tachi no Tatakai,Movie
3033,2-Mar-02,30 min.,1,"Adventure, Comedy, Sci-Fi, Shounen",2682,2877,PG - Children,7.15,8052,Original,Finished Airing,Toei Animation,Digimon Tamers: Bousou Digimon Tokkyuu,Movie
3034,"Jan 25, 2006 to Sep 25, 2006",30 min. per ep.,2,Hentai,5943,/A,Rx - Hentai,5.91,772,Visual novel,Finished Airing,Studio Jam,Kurai Mirai (Dark Future),OVA
3035,"Apr 13, 1988 to Dec 21, 1988",24 min. per ep.,35,"Action, Sci-Fi, Demons",7203,4915,PG-13 - Teens 13 or older,6.62,189,Other,Finished Airing,"Production Reed,       Asahi Production",Chouon Senshi Borgman,TV
3036,"Apr 8, 1995 to Mar 30, 1996",25 min. per ep.,50,"Action, Adventure, Comedy, Romance, Shounen",7478,1942,PG-13 - Teens 13 or older,7.41,339,Unknown,Finished Airing,Group TAC,Tobe! Isami (Soar High! Isami),TV
3037,20-Aug-94,59 min.,1,"Comedy, Fantasy",6827,4435,PG-13 - Teens 13 or older,6.74,568,Manga,Finished Airing,Toei Animation,GS Mikami: Gokuraku Daisakusen!! (Ghost Sweeper Mikami Movie),Movie
3038,14-Jun-69,2 hr. 8 min.,1,"Fantasy, Hentai",6500,/A,Rx - Hentai,6.12,511,Original,Finished Airing,"None found, add some",Senya Ichiya Monogatari,Movie
3039,"Nov 10, 2000 to Feb 16, 2001",28 min. per ep.,2,Hentai,6133,/A,Rx - Hentai,6.07,764,Visual novel,Finished Airing,"None found, add some",Campus,OVA
3040,25-Oct-01,30 min.,1,"Comedy, Hentai, Yuri",5792,/A,Rx - Hentai,5.7,1059,Unknown,Finished Airing,"None found, add some",Bakuhatsu Sunzen!! Tenshi no Countdown (Countdown to Delight),OVA
3043,21-Mar-75,1 hr. 8 min.,1,"Fantasy, Romance, Shoujo",5416,2501,G - All Ages,7.25,1371,Unknown,Finished Airing,Toei Animation,Andersen Douwa: Ningyohime,Movie
3044,"Oct 1, 1980 to Dec 23, 1981",24 min. per ep.,52,"Action, Sci-Fi, Adventure, Mecha, Shounen",3918,2579,G - All Ages,7.24,2630,Manga,Finished Airing,Tezuka Productions,Tetsuwan Atom (1980) (Astro Boy (1980)),TV
3046,"Oct 11, 2002 to Dec 13, 2002",30 min. per ep.,2,Hentai,6580,/A,Rx - Hentai,5.99,534,Unknown,Finished Airing,"None found, add some",Shiroki Tenshi-tachi no Rondo (Hardcore Hospital),OVA
3048,"Mar 25, 2004 to Nov 25, 2004",30 min. per ep.,2,"Hentai, School",5375,/A,Rx - Hentai,6.31,1111,Manga,Finished Airing,Piko Studio,In no Houteishiki (Immorality),OVA
3050,"Nov 26, 2004 to Feb 25, 2005",30 min. per ep.,2,"Hentai, School",4220,/A,Rx - Hentai,6.54,2478,Original,Finished Airing,AT-2,Panchira Teacher (Panty Flash Teacher),OVA
3051,10-Nov-07,1 hr. 10 min.,1,"Fantasy, Music, Romance, Shoujo",5599,1873,G - All Ages,7.43,1078,Original,Finished Airing,Toei Animation,Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,Movie
3053,"Oct 15, 1986 to Mar 25, 1987",23 min. per ep.,23,"Comedy, Sports, Drama, Shounen",4200,3774,G - All Ages,6.9,3511,Manga,Finished Airing,Studio Pierrot,Ganbare! Kickers (Fight! Kickers),TV
3054,"Apr 4, 1975 to Dec 26, 1975",23 min. per ep.,39,"Adventure, Historical, Drama, Shoujo",7250,4803,G - All Ages,6.65,429,Unknown,Finished Airing,Sunrise,La Seine no Hoshi,TV
3056,"Feb 25, 1999 to May 25, 1999",30 min. per ep.,2,Hentai,7091,/A,Rx - Hentai,6.09,450,Visual novel,Finished Airing,"None found, add some",Natural,OVA
3057,"Nov 1, 2005 to Apr 27, 2006",2 min. per ep.,6,"Comedy, Supernatural, Romance, Fantasy, Josei, Shounen Ai",2948,4353,PG-13 - Teens 13 or older,6.76,5504,Manga,Finished Airing,"None found, add some",Loveless Specials,Special
3058,"Feb 18, 2003 to Jun 27, 2003",26 min. per ep.,3,Hentai,4797,/A,Rx - Hentai,6.64,1762,Unknown,Finished Airing,"None found, add some",Darling,OVA
3059,"Oct 6, 1985 to Jul 27, 1986",24 min. per ep.,43,"Adventure, Mecha, Sci-Fi, Shounen, Space",5967,2857,PG-13 - Teens 13 or older,7.16,776,Original,Finished Airing,Studio Pierrot,Ninja Senshi Tobikage (Ninja Robots),TV
3060,"Dec 12, 1983 to Jul 21, 1984",30 min. per ep.,4,"Action, Mecha, Sci-Fi",5335,6635,PG-13 - Teens 13 or older,6.11,1004,Original,Finished Airing,Studio Pierrot,Dallos,OVA
3061,"Mar 25, 1993 to Aug 25, 1994",33 min. per ep.,7,"Adventure, Mecha, Historical, Sci-Fi",7073,5695,PG-13 - Teens 13 or older,6.41,385,Unknown,Finished Airing,"None found, add some",Kishin Heidan (Kishin Corps),OVA
3062,"May 25, 2005 to Aug 25, 2005",30 min. per ep.,2,Hentai,5551,/A,Rx - Hentai,6.35,991,Visual novel,Finished Airing,"None found, add some",Futago no Haha Seihonnou (Menage a Twins),OVA
3063,"Aug 25, 1998 to Dec 18, 1998",30 min. per ep.,2,Hentai,7352,/A,Rx - Hentai,5.68,361,Unknown,Finished Airing,"None found, add some",Gakuen Sodom (Professor Pain),OVA
3064,"Jul 5, 1986 to Aug 25, 1988",35 min. per ep.,5,"Action, Adventure, Seinen, Thriller",8211,8094,R+ - Mild Nudity,5.13,203,Manga,Finished Airing,Magic Bus,Kizuoibito (Wounded Man),OVA
3065,"Sep 27, 1991 to Dec 20, 1991",26 min. per ep.,3,"Action, Adventure, Fantasy, Comedy",7976,5609,PG-13 - Teens 13 or older,6.44,262,Manga,Finished Airing,Telecom Animation Film,Ozanari Dungeon: Kaze no Tou,OVA
3066,18-Apr-02,28 min.,1,Hentai,7161,/A,Rx - Hentai,5.47,387,Unknown,Finished Airing,"None found, add some",Joou-sama wa M Dorei (Queen and Slave),OVA
3067,5-Aug-78,2 hr. 32 min.,1,"Action, Military, Sci-Fi, Space, Drama",6168,2375,PG-13 - Teens 13 or older,7.29,674,Original,Finished Airing,"None found, add some",Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,Movie
3069,2-Aug-80,2 hr. 30 min.,1,"Action, Military, Sci-Fi, Adventure, Space, Drama",6868,3999,PG-13 - Teens 13 or older,6.85,457,Original,Finished Airing,Toei Animation,Yamato yo Towa ni (Be Forever Yamato),Movie
3070,16-Oct-05,26 min.,1,"Action, Fantasy, Mecha, Military, Sci-Fi, Space",7660,7490,PG-13 - Teens 13 or older,5.66,468,Original,Finished Airing,"None found, add some",Wakusei Daikaiju Negadon (Negadon: The Monster from Mars),Movie
3071,31-Jul-79,1 hr. 35 min.,1,"Military, Sci-Fi, Drama",6444,3543,PG-13 - Teens 13 or older,6.98,565,Unknown,Finished Airing,"None found, add some",Uchuu Senkan Yamato: Aratanaru Tabidachi,Special
3072,19-Mar-83,2 hr. 43 min.,1,"Action, Military, Sci-Fi, Adventure, Space, Drama",6293,3130,PG-13 - Teens 13 or older,7.09,524,Original,Finished Airing,Toei Animation,Uchuu Senkan Yamato: Kanketsu-hen,Movie
3073,"Apr 1, 2007 to Mar 30, 2008",10 min. per ep.,52,"Kids, Comedy",11283,10699,G - All Ages,6.22,9,Original,Finished Airing,A-1 Pictures,Robby to Kerobby (Robby &amp; Kerobby),TV
3074,"Dec 17, 1994 to Dec 18, 1996",45 min. per ep.,5,"Fantasy, Hentai",6825,/A,Rx - Hentai,6.25,500,Unknown,Finished Airing,J.C.Staff,Minerva no Kenshi (Fencer of Minerva),OVA
3075,"Apr 5, 1982 to Mar 28, 1983",24 min. per ep.,52,"Adventure, Historical, Sci-Fi",8042,5392,G - All Ages,6.5,275,Original,Finished Airing,Tatsunoko Production,Tondera House no Daibouken (The Flying House),TV
3076,8-Apr-95,16 min. per ep.,3,"Magic, Romance, Shoujo",2883,1752,PG-13 - Teens 13 or older,7.45,6010,Manga,Finished Airing,Toei Animation,Bishoujo Senshi Sailor Moon SuperS Special,Special
3077,"Oct 17, 1989 to Sep 29, 1992",10 min. per ep.,103,"Psychological, Supernatural, Drama, Seinen",6503,4580,PG-13 - Teens 13 or older,6.71,184,Manga,Finished Airing,Shin-Ei Animation,Warau Salesman (Laughing Salesman),TV
3078,"Jul 8, 1994 to Jul 21, 1995",30 min. per ep.,3,"Hentai, Comedy, Magic, Romance",7228,/A,Rx - Hentai,6.08,464,Unknown,Finished Airing,AIC,Magical Twilight,OVA
3079,"Sep 3, 1985 to Jul 26, 1986",24 min. per ep.,38,"Mecha, Military, Sci-Fi, Shounen, Space",5469,2686,PG-13 - Teens 13 or older,7.2,546,Unknown,Finished Airing,Sunrise,Aoki Ryuusei SPT Layzner (Blue Comet SPT Layzner),TV
3080,19-Aug-02,2 min.,1,"Action, Parody",3886,6652,G - All Ages,6.1,3514,Other,Finished Airing,Gainax,Anime Tenchou (Animation Store Manager),OVA
3081,"Apr 13, 1984 to Jun 21, 1985",23 min. per ep.,58,"Action, Romance, Shoujo, Sports",5186,4786,R+ - Mild Nudity,6.65,1492,Manga,Finished Airing,Shaft,Attacker You!,TV
3082,21-May-01,30 min.,1,Hentai,7519,/A,Rx - Hentai,5.46,334,Manga,Finished Airing,"None found, add some",Stairs: Houkago no Album,OVA
3085,"Oct 14, 2007 to Mar 21, 2008",30 min. per ep.,3,"Ecchi, Comedy, Sci-Fi",2655,4397,R+ - Mild Nudity,6.75,7812,Manga,Finished Airing,Daume,Koharu Biyori (Indian Summer),OVA
3086,"Nov 26, 2007 to Apr 28, 2008",26 min. per ep.,3,"Action, Fantasy, Sci-Fi",2331,3707,R - 17+ (violence & profanity),6.93,10433,Light novel,Finished Airing,feel.,Strait Jacket,OVA
3087,28-Jul-09,26 min.,1,"Action, Sci-Fi",1092,2167,PG-13 - Teens 13 or older,7.34,30909,Original,Finished Airing,Think Corporation,Cencoroll,Movie
3088,5-Dec-07,26 min. per ep.,2,"Romance, Slice of Life",2560,2163,PG-13 - Teens 13 or older,7.35,8111,Original,Finished Airing,Production I.G,Tokyo Marble Chocolate,OVA
3089,2-Aug-08,2 hr. 2 min.,1,"Drama, Military",1647,2063,PG-13 - Teens 13 or older,7.38,17512,Novel,Finished Airing,Production I.G,The Sky Crawlers,Movie
3090,9-Dec-07,24 min. per ep.,2,"Comedy, Magic, Romance, Seinen, Supernatural",2357,1078,PG-13 - Teens 13 or older,7.69,9830,Manga,Finished Airing,"None found, add some",Aa! Megami-sama!: Tatakau Tsubasa,Special
3091,"Apr 4, 2008 to Jun 27, 2008",24 min. per ep.,13,"Mystery, Comedy, Psychological, Supernatural, Drama",849,215,PG-13 - Teens 13 or older,8.32,41162,Manga,Finished Airing,Production I.G,xxxHOLiC Kei,TV
3092,"Apr 11, 2008 to Jun 27, 2008",24 min. per ep.,12,"Comedy, Drama, Romance, Shounen Ai",489,487,PG-13 - Teens 13 or older,8.04,77748,Manga,Finished Airing,Studio Deen,Junjou Romantica (Junjo Romantica),TV
3093,25-Feb-02,30 min.,1,Hentai,7318,/A,Rx - Hentai,5.46,334,Visual novel,Finished Airing,"None found, add some",Kekkai,OVA
3094,18-Nov-01,30 min.,1,Hentai,7799,/A,Rx - Hentai,5.41,305,Unknown,Finished Airing,"None found, add some",Rankou Choukyou: Maid ni Natta Shoujo,OVA
3095,"Dec 16, 1993 to Jan 21, 1994",39 min. per ep.,2,"Ecchi, Comedy, Supernatural",7156,6796,R+ - Mild Nudity,6.05,434,Unknown,Finished Airing,J.C.Staff,Sono Kinisasete yo: My My Mai (My My Mai),OVA
3098,"Jan 8, 2003 to Jan 3, 2004",23 min. per ep.,53,"Action, Mecha, Sci-Fi",7987,3731,PG - Children,6.92,256,Unknown,Finished Airing,Sunrise,Shutsugeki! Machine Robo Rescue,TV
3099,"Apr 4, 1995 to Sep 26, 1995",23 min. per ep.,26,"Action, Fantasy, Mecha, Super Power",7505,5384,PG-13 - Teens 13 or older,6.5,189,Unknown,Finished Airing,Sunrise,Juusenshi Gulkeeva,TV
3100,23-Jan-93,28 min.,1,"Action, Parody",8177,5112,G - All Ages,6.57,301,Unknown,Finished Airing,"None found, add some",Kamen Rider SD Kaiki?! Kumo Otoko,OVA
3101,"Oct 7, 2003 to Sep 28, 2004",23 min. per ep.,51,"Action, Sci-Fi, Adventure, Cars, Sports, Mecha, Shounen",4565,5525,PG - Children,6.46,1143,Game,Finished Airing,Production Reed,F-Zero: Falcon Densetsu (F-Zero: GP Legend),TV
3102,"Apr 27, 2007 to Jun 22, 2007",30 min. per ep.,2,Hentai,3587,/A,Rx - Hentai,7.27,3503,Visual novel,Finished Airing,Flavors Soft,Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu,OVA
3104,"Oct 6, 2001 to Mar 30, 2002",24 min. per ep.,26,"Action, Sci-Fi",7944,6806,PG-13 - Teens 13 or older,6.04,93,Unknown,Finished Airing,"None found, add some",Geisters: Fractions of the Earth,TV
3105,25-Sep-04,30 min.,1,Hentai,5892,/A,Rx - Hentai,6.17,966,Visual novel,Finished Airing,"None found, add some",Chikansha Thomas (Perverted Thomas),OVA
3107,"Jun 25, 2003 to Sep 25, 2003",30 min. per ep.,2,Hentai,5272,/A,Rx - Hentai,6.25,1345,Original,Finished Airing,"None found, add some",Dark Shell: Ori no Naka no Namameki (Dark Shell: Lust in the Cage),OVA
3108,"Jun 25, 2004 to Oct 25, 2004",30 min. per ep.,2,Hentai,6678,/A,Rx - Hentai,6.02,582,Visual novel,Finished Airing,Studio Jam,Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo (Widow),OVA
3109,"Oct 29, 1999 to Jan 19, 2001",30 min. per ep.,4,"Adventure, Comedy, Fantasy, Hentai",7052,/A,Rx - Hentai,6.16,444,Visual novel,Finished Airing,"None found, add some",Mei King,OVA
3110,"Oct 15, 1992 to Sep 30, 1993",26 min. per ep.,52,"Drama, Historical",6529,2880,G - All Ages,7.15,531,Unknown,Finished Airing,Nippon Animation,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,TV
3111,24-Oct-07,54 min.,1,"Drama, Seinen, Sports",6092,2527,PG-13 - Teens 13 or older,7.25,951,Manga,Finished Airing,Madhouse,Nasu: Suitcase no Wataridori (Nasu: A Migratory Bird with Suitcase),OVA
3112,"Feb 9, 2006 to Mar 17, 2006",25 min. per ep.,6,"Ecchi, Magic, Comedy, Parody",6085,8259,R+ - Mild Nudity,4.92,498,Unknown,Finished Airing,"None found, add some",Papillon Rose,TV
3113,26-Jul-06,13 min. per ep.,2,"Comedy, Slice of Life",8099,8380,G - All Ages,4.7,280,Other,Finished Airing,Gonzo,Pinky Street,OVA
3114,"Jan 4, 1999 to Dec 27, 1999",25 min. per ep.,52,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power",8638,5149,G - All Ages,6.56,77,Other,Finished Airing,Studio Pierrot,Chiisana Kyojin Microman,TV
3115,20-Dec-86,1 hr. 35 min.,1,"Action, Adventure, Romance, Sci-Fi",7238,6230,PG-13 - Teens 13 or older,6.26,411,Unknown,Finished Airing,Madhouse,Toki no Tabibito: Time Stranger,Movie
3116,"Oct 3, 1989 to Mar 27, 1990",24 min. per ep.,25,"Action, Kids, Sports, Shounen",7474,3143,G - All Ages,7.08,500,Manga,Finished Airing,"None found, add some",Dash! Yonkurou,TV
3120,9-Mar-85,44 min.,1,"Drama, Romance, Slice of Life",6494,6140,PG-13 - Teens 13 or older,6.28,675,Novel,Finished Airing,Madhouse,Bobby ni Kubittake,Movie
3121,"Sep 11, 2007 to Jan 21, 2011",24 min. per ep.,3,"Comedy, Ecchi, School",2222,2643,R+ - Mild Nudity,7.22,12430,Unknown,Finished Airing,Diomedea,Kodomo no Jikan OVA,OVA
3125,"Oct 7, 1982 to Sep 22, 1983",24 min. per ep.,34,"Comedy, Fantasy, Romance, Shoujo, Vampire",4984,1901,PG - Children,7.42,840,Manga,Finished Airing,Group TAC,Tokimeki Tonight,TV
3127,21-Jul-86,45 min.,1,"Action, Adventure, Comedy",6225,7354,PG-13 - Teens 13 or older,5.74,925,Original,Finished Airing,"Studio Unicorn,       Hiro Media",California Crisis: Tsuigeki no Juuka (California Crisis: Gun Salvo),OVA
3129,"Apr 21, 1968 to Mar 23, 1969",25 min. per ep.,49,"Comedy, Horror",8527,4134,PG - Children,6.81,165,Unknown,Finished Airing,"None found, add some",Kaibutsu-kun,TV
3130,"Sep 2, 1980 to Sep 28, 1982",25 min. per ep.,94,"Comedy, Horror, Kids",9260,4317,G - All Ages,6.77,129,Unknown,Finished Airing,Shin-Ei Animation,Kaibutsu-kun (1980),TV
3131,"Oct 6, 1984 to Sep 27, 1985",22 min. per ep.,47,"Sports, Shounen",9213,5760,G - All Ages,6.39,116,Manga,Finished Airing,Tsuchida Productions,Ashita Tenki ni Naare (A Great Super Shot Boy),TV
3132,"Nov 28, 1992 to Mar 30, 1993",25 min. per ep.,26,"Adventure, Historical",8379,5587,G - All Ages,6.44,211,Unknown,Finished Airing,Nippon Animation,Boukensha: The Man Was from Spain (Christopher Columbus),TV
3135,25-Feb-88,42 min.,1,"Action, Adventure, Fantasy, Mecha, Sci-Fi",5796,6459,PG-13 - Teens 13 or older,6.18,1037,Unknown,Finished Airing,"AIC,       Artmic",Dragon&#039;s Heaven,OVA
3136,"May 8, 1982 to Mar 26, 1984",22 min. per ep.,46,"Parody, Magic, Comedy",7102,3022,G - All Ages,7.12,643,Manga,Finished Airing,"None found, add some",Ochamegami Monogatari: Korokoro Pollon (Little Pollon),TV
3137,"Apr 7, 1980 to Jun 28, 1982",24 min. per ep.,109,"Adventure, Sports",6243,2907,G - All Ages,7.15,870,Manga,Finished Airing,Nippon Animation,Tsurikichi Sanpei,TV
3138,26-Jul-06,43 min.,1,"Comedy, Drama",5414,2821,PG-13 - Teens 13 or older,7.17,1317,Original,Finished Airing,Gonzo,Solty Rei Special,Special
