ID,Aired,Duration,Episodes,Genres,Popularity,Ranked,Rating,Score,Source,Status,Studios,Title,Type
10137,"Apr 5, 1986 to Mar 26, 1988",25 min. per ep.,102,"Kids, Adventure",10758,9993,G - All Ages,6.74,Unknown,Finished Airing,"None found, add some",Manga Naruhodo Monogatari,TV
10138,"Feb 4, 1989 to Apr 27, 1991",25 min. per ep.,110,"Adventure, Kids",10133,9986,G - All Ages,6.71,Unknown,Finished Airing,"None found, add some",Manga Hajimete Omoshiro Juku,TV
10139,"Mar 30, 2001",30 min.,1,"Adventure, Comedy, Kids, Sci-Fi",9419,5455,G - All Ages,6.48,Unknown,Finished Airing,"None found, add some",21 Seiki Manga Hajimete Monogatari,Special
10149,1998,1 hr. 19 min.,1,"Adventure, Fantasy",10598,10109,PG-13 - Teens 13 or older,6.23,Unknown,Finished Airing,"None found, add some",Mo fa a ma (Grandma and Her Ghosts),Movie
10152,"Jan 5, 2011",23 min.,1,"Romance, Shoujo",1551,2453,PG-13 - Teens 13 or older,7.27,Unknown,Finished Airing,Production I.G,Kimi ni Todoke 2nd Season: Kataomoi,Special
10153,"Jul 14, 2012",2 hr. 30 min.,1,"Action, Comedy, Super Power, Drama, Magic",2733,216,R+ - Mild Nudity,8.32,Unknown,Finished Airing,Seven Arcs,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s,Movie
10155,"Apr 2, 2011 to Jun 25, 2011",24 min. per ep.,13,"Action, Adventure, Fantasy, Magic",614,2766,PG-13 - Teens 13 or older,7.18,Original,Finished Airing,Seven Arcs,Dog Days,TV
10156,"Jul 3, 2011 to Sep 16, 2011",24 min. per ep.,12,"Action, Sci-Fi, Super Power, School",1251,4498,PG-13 - Teens 13 or older,6.73,Original,Finished Airing,Sunrise,Sacred Seven,TV
10161,"Jul 8, 2011 to Sep 16, 2011",23 min. per ep.,11,"Action, Sci-Fi",297,974,R - 17+ (violence & profanity),7.75,Novel,Finished Airing,Bones,No.6 (No. 6),TV
10162,"Jul 8, 2011 to Sep 16, 2011",22 min. per ep.,11,"Josei, Slice of Life",238,85,PG-13 - Teens 13 or older,8.55,Manga,Finished Airing,Production I.G,Usagi Drop (Bunny Drop),TV
10163,"Apr 15, 2011 to Jun 24, 2011",22 min. per ep.,11,"Action, Mystery, Super Power, Thriller",338,1888,PG-13 - Teens 13 or older,7.42,Original,Finished Airing,Tatsunoko Production,C: The Money of Soul and Possibility Control,TV
10165,"Apr 3, 2011 to Sep 25, 2011",23 min. per ep.,26,"Slice of Life, Comedy, School",142,97,PG-13 - Teens 13 or older,8.51,Manga,Finished Airing,Kyoto Animation,Nichijou (Nichijou - My Ordinary Life),TV
10172,"Mar 30, 2011 to Aug 24, 2011",3 min. per ep.,6,"Action, Comedy, Ecchi",1794,4515,R+ - Mild Nudity,6.72,Unknown,Finished Airing,A.C.G.T.,Freezing Specials,Special
10177,"Jan 12, 2011 to Apr 6, 2011",3 min. per ep.,12,"Parody, Seinen",5538,6196,PG-13 - Teens 13 or older,6.26,Manga,Finished Airing,"None found, add some",DD Hokuto no Ken (DD Fist of the North Star),TV
10178,"Jan 7, 2011 to Mar 24, 2013",25 min. per ep.,4,"Drama, Josei, Slice of Life",2954,1523,R - 17+ (violence & profanity),7.52,Novel,Finished Airing,"Bones,       Production Reed",Otona Joshi no Anime Time,Special
10180,"Nov 24, 2010 to Jan 26, 2011",15 min. per ep.,2,"Romance, Supernatural, Demons, Historical, Seinen",5189,5748,PG-13 - Teens 13 or older,6.4,Unknown,Finished Airing,J.C.Staff,Otome Youkai Zakuro Picture Drama,Special
10187,"Apr 8, 2011 to Jul 1, 2011",12 min. per ep.,13,"Comedy, Ecchi, Seinen",1795,4810,R - 17+ (violence & profanity),6.65,Manga,Finished Airing,Xebec,HenSemi (TV),TV
10189,1998,25 min.,1,"Action, Adventure, Shounen, Super Power",3040,2145,PG-13 - Teens 13 or older,7.35,Manga,Finished Airing,Studio Pierrot,Hunter x Hunter Pilot,OVA
10191,"May 23, 2011 to Oct 26, 2011",23 min. per ep.,6,"Comedy, Parody, School, Sci-Fi, Shounen",2224,3359,R+ - Mild Nudity,7.03,Manga,Finished Airing,Shaft,Katte ni Kaizou,OVA
10194,2002,25 min. per ep.,26,"Action, Adventure, Comedy, Mystery",8803,5624,G - All Ages,6.43,Unknown,Finished Airing,"None found, add some",Badaui Jeonseol Jangbogo (The Legend of Blue),TV
10196,"Jul 20, 2011",30 min.,1,"Ecchi, Harem, Seinen",2371,4992,R+ - Mild Nudity,6.6,Light novel,Finished Airing,"None found, add some",Baby Princess 3D Paradise 0 [Love],OVA
10197,"Jul 6, 2011 to Sep 21, 2011",4 min. per ep.,12,"Comedy, Supernatural, Vampire",2289,4140,G - All Ages,6.81,Manga,Finished Airing,Gonzo,Nyanpire The Animation,TV
10199,"Jul 31, 1999",30 min.,1,"Action, Kids, Adventure, Fantasy, Magic, Super Power, Shoujo",9174,6409,G - All Ages,6.2,Unknown,Finished Airing,Madhouse,Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,Movie
10200,"Jul 9, 1988",45 min.,1,"Action, Adventure, Kids",10988,8683,G - All Ages,5.42,Unknown,Finished Airing,Toei Animation,Bikkuriman: Moen Zone no Himitsu,Movie
10201,"Dec 22, 2010",18 min.,1,"Action, Historical, Super Power",6410,6213,PG-13 - Teens 13 or older,6.26,Original,Finished Airing,A-1 Pictures,Senkou no Night Raid Picture Drama,Special
10202,"Oct 21, 2010",5 min. per ep.,12,"Action, Adventure, Comedy, Kids, Super Power",8951,5164,G - All Ages,6.56,Unknown,Finished Airing,"None found, add some",Kamen Rider Den-O: Imagin Anime 3,OVA
10203,"Mar 12, 1988",28 min.,1,"Action, Adventure, Kids",10987,8682,None,5.71,Unknown,Finished Airing,Toei Animation,Bikkuriman: Daiichiji Seima Taisen,Movie
10207,"Aug 20, 2006",27 min.,1,"Adventure, Comedy, Supernatural",7720,5286,PG - Children,6.53,Unknown,Finished Airing,Toei Animation,"Lily to Kaeru to (Otouto) (Lily, Frogs, and Little Brother.)",Special
10209,"Jun 10, 2011 to Apr 24, 2012",24 min. per ep.,2,"Action, Harem, Comedy, Supernatural, Magic, Ecchi",841,1432,PG-13 - Teens 13 or older,7.55,Light novel,Finished Airing,Studio Deen,Kore wa Zombie Desu ka? OVA (Is This a Zombie? OVA),OVA
10210,"Oct 3, 1986 to Sep 25, 1987",25 min. per ep.,51,"Adventure, Comedy",10293,8727,G - All Ages,6.30,Game,Finished Airing,"None found, add some",Bug tte Honey,TV
10213,"Oct 2, 2011 to Dec 18, 2011",23 min. per ep.,12,"Harem, Comedy, Super Power, Romance, Ecchi, Martial Arts, School",475,3446,R+ - Mild Nudity,7.01,Visual novel,Finished Airing,Lerche,Maji de Watashi ni Koi Shinasai! (Majikoi: Oh! Samurai Girls),TV
10216,"Apr 8, 2011 to Jul 1, 2011",12 min. per ep.,13,"Comedy, Supernatural, Demons",1351,1213,R - 17+ (violence & profanity),7.64,Manga,Finished Airing,Production I.G,"Yondemasu yo, Azazel-san. (TV) (You&#039;re Being Summoned, Azazel)",TV
10217,"Jul 5, 2011 to Sep 20, 2011",24 min. per ep.,12,Magic,4180,6757,PG-13 - Teens 13 or older,6.05,Game,Finished Airing,J.C.Staff,Kaitou Tenshi Twin Angel: Kyun Kyun\xe2\x98\x86Tokimeki Paradise!!,TV
10218,"Feb 4, 2012",1 hr. 16 min.,1,"Action, Military, Adventure, Demons, Supernatural, Fantasy, Seinen",781,664,R+ - Mild Nudity,7.91,Manga,Finished Airing,Studio 4°C,Berserk: Ougon Jidai-hen I - Haou no Tamago,Movie
10219,"Jul 13, 2011",23 min.,1,"Comedy, Romance, Ecchi",3141,5579,PG-13 - Teens 13 or older,6.45,Manga,Finished Airing,Zexcs,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,Special
10224,"Jul 27, 1978 to Feb 15, 1979",25 min. per ep.,26,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",9427,11255,PG-13 - Teens 13 or older,6.63,Original,Finished Airing,"Toei Animation,       Studio Nue",Uchuu Majin Daikengou,TV
10232,"Oct 3, 2011 to Dec 19, 2011",24 min. per ep.,12,"Slice of Life, Comedy, Drama",1878,2276,G - All Ages,7.32,Original,Finished Airing,TYO Animations,Tamayura: Hitotose,TV
10236,1980 to 1981,15 min. per ep.,52,"Kids, Adventure, Fantasy, Magic, Romance, Supernatural, Demons, Historical, Drama",10435,9572,G - All Ages,6.37,Unknown,Finished Airing,"None found, add some",Kagee Grimm Douwa,TV
10237,"Aug 21, 2002 to Mar 19, 2003",25 min. per ep.,26,"Adventure, Kids",11524,9713,PG - Children,5.92,Unknown,Finished Airing,"None found, add some",Ki-Fighter Taerang (Ki Fighter),TV
10238,"Jan 22, 2011",45 min.,1,Comedy,11230,9424,G - All Ages,5.07,Unknown,Finished Airing,"None found, add some",Hybrid Deka,Movie
10239,"Oct 1, 2003 to Mar 1, 2004",2 min. per ep.,33,"Comedy, Fantasy, Kids",11720,10022,G - All Ages,5.38,Unknown,Finished Airing,"None found, add some",Mayutoro The Toons,TV
10241,"Oct 1, 1971 to Dec 31, 1974",5 min. per ep.,1006,Comedy,10124,10741,G - All Ages,6.02,Unknown,Finished Airing,"None found, add some",Sekai Monoshiri Ryoko,TV
10242,"Oct 3, 2004 to Dec 26, 2004",25 min. per ep.,13,Comedy,12050,11186,None,6.54,Unknown,Finished Airing,"None found, add some",Ton-Ton Atta to Niigata no Mukashibanashi,TV
10244,"Mar 12, 1988",20 min.,1,"Adventure, Comedy",11808,11274,G - All Ages,5.54,Manga,Finished Airing,Shin-Ei Animation,Ultra B: Black Hole kara no Dokusaisha BB!!,Movie
10245,"May 1, 1989 to Feb 1, 1990",12 min. per ep.,10,"Fantasy, Horror",10927,8736,None,5.58,Unknown,Finished Airing,"None found, add some",Burning Village,OVA
10246,"Dec 24, 1983",25 min.,1,Kids,11349,9214,G - All Ages,6.30,Unknown,Finished Airing,"None found, add some",Hajimete no Christmas,Special
10247,"Jul 23, 1992",42 min.,1,"Comedy, Kids",11567,9500,G - All Ages,6.31,Unknown,Finished Airing,"None found, add some",Jankenman: Kaijuu Dai Kessen,OVA
10249,"Jan 26, 2011 to Jun 22, 2011",10 min. per ep.,2,"Comedy, Parody",2144,3031,PG-13 - Teens 13 or older,7.12,Unknown,Finished Airing,J.C.Staff,Toaru Majutsu no Index-tan II,Special
10250,"Apr 5, 1987 to Mar 27, 1989",10 min. per ep.,119,"Comedy, Super Power",10837,11273,G - All Ages,5.60,Manga,Finished Airing,Shin-Ei Animation,Ultra B,TV
10256,"Oct 1, 2010",3 min.,1,Hentai,7412,/A,Rx - Hentai,6.55,Visual novel,Finished Airing,"None found, add some",Shion Special,Special
10257,"Apr 9, 2011 to Mar 31, 2012",23 min. per ep.,51,"Slice of Life, Sports, Music, Shoujo",3172,1357,PG - Children,7.58,Game,Finished Airing,Tatsunoko Production,Pretty Rhythm: Aurora Dream,TV
10258,"Sep 14, 2012",8 min. per ep.,2,Comedy,3788,7414,G - All Ages,5.68,Manga,Finished Airing,"WAO World,       MooGoo",Gokicha!! (Cockroach Girls),ONA
10259,"Jul 8, 2016",1 hr. 40 min.,1,"Adventure, Supernatural, Drama, Romance",3277,710,PG-13 - Teens 13 or older,7.88,Original,Finished Airing,B&T,Da Yu Hai Tang (Big Fish &amp; Begonia),Movie
10260,"Oct 10, 2011 to Jan 28, 2012",43 min. per ep.,2,"Action, Adventure, Fantasy",3153,4216,PG-13 - Teens 13 or older,6.79,Game,Finished Airing,Kinema Citrus,Eiyuu Densetsu: Sora no Kiseki The Animation,OVA
10261,"Apr 29, 2011",1 hr. 26 min.,1,Comedy,9262,6819,None,6.03,Unknown,Finished Airing,"None found, add some",Toufu Kozou (Little Ghostly Adventures Of The Tofu Boy),Movie
10262,2002,12 min.,1,Comedy,8284,5463,PG-13 - Teens 13 or older,6.48,Unknown,Finished Airing,"None found, add some",Gag Manga Biyori: Jump Festa 2002 Special,Special
10263,2001 to 2003,3 min. per ep.,2,"Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen",6079,6312,G - All Ages,6.23,Unknown,Finished Airing,TMS Entertainment,Sonic X Pilot,Special
10270,"Jun 25, 2006",24 min.,1,"Adventure, Samurai, Fantasy",9621,9196,PG-13 - Teens 13 or older,4.62,Original,Finished Airing,ACC Production,Gun-dou Musashi Recap (Gun Samurai Recap),Special
10271,"Apr 6, 2011 to Sep 28, 2011",24 min. per ep.,26,"Game, Psychological, Thriller, Seinen",1041,234,R - 17+ (violence & profanity),8.29,Manga,Finished Airing,Madhouse,Gyakkyou Burai Kaiji: Hakairoku-hen (Kaiji: Against All Rules),TV
10276,"Dec 22, 2009",2 min. per ep.,3,Comedy,5098,3132,PG-13 - Teens 13 or older,7.09,Unknown,Finished Airing,"None found, add some",Prince of Tennis: Mini Theater,Special
10278,"Jul 8, 2011 to Dec 23, 2011",24 min. per ep.,25,"Music, Comedy, Drama",771,1000,PG-13 - Teens 13 or older,7.74,Game,Finished Airing,A-1 Pictures,The iDOLM@STER,TV
10280,"Nov 26, 2010",3 min.,1,"Hentai, Sci-Fi",5318,/A,Rx - Hentai,7.05,Visual novel,Finished Airing,"None found, add some",Uchuu Kaizoku Sara Special,Special
10282,"Jan 7, 1975 to Mar 25, 1975",25 min. per ep.,12,Historical,9926,9999,G - All Ages,5.90,Unknown,Finished Airing,"None found, add some",Manga Nippon Mukashibanashi,TV
10285,"Mar 13, 1982",12 min.,1,Historical,10805,10000,G - All Ages,6.05,Unknown,Finished Airing,"None found, add some",Manga Nippon Mukashibanashi (Movie),Movie
10286,"May 21, 2010",3 min.,1,"Hentai, Supernatural",6933,/A,Rx - Hentai,6.28,Visual novel,Finished Airing,"None found, add some",Soukou Kijo Iris Special,Special
10294,"Jun 18, 2011",48 min.,1,"Action, Super Power, Supernatural",1592,1531,PG-13 - Teens 13 or older,7.52,Original,Finished Airing,Bones,Towa no Quon 1: Utakata no Kaben (Towanoquon: The Ephemeral Petala),Movie
10297,"Feb 2, 2011",27 min.,1,"Comedy, School",4699,3920,R+ - Mild Nudity,6.87,Visual novel,Finished Airing,Doga Kobo,Shin Koihime\xe2\x80\xa0Musou: Otome Tairan OVA,OVA
10298,"Jul 24, 2010",12 min.,1,"Comedy, School, Shoujo",1383,1968,PG-13 - Teens 13 or older,7.4,Manga,Finished Airing,J.C.Staff,Kaichou wa Maid-sama!: Goshujinsama to Asonjao\xe2\x99\xa5,Special
10301,"Oct 19, 2011",23 min.,1,"Ecchi, Game, Comedy",5056,6345,PG-13 - Teens 13 or older,6.22,Unknown,Finished Airing,Xebec,Rio: Rainbow Gate! Special,Special
10302,"Feb 3, 2011",24 min. per ep.,2,"Action, Comedy, Fantasy, Kids",3845,2944,PG - Children,7.14,Game,Finished Airing,OLM,Pokemon Diamond &amp; Pearl Specials,Special
10304,"Nov 1, 1990 to Dec 21, 1990",48 min. per ep.,2,"Action, Martial Arts",10346,10807,R+ - Mild Nudity,5.88,Unknown,Finished Airing,"None found, add some",Shin Karate Jigoku-hen,OVA
10306,"Oct 28, 2009 to Mar 26, 2010",1 min. per ep.,13,Comedy,7064,5687,PG-13 - Teens 13 or older,6.42,Game,Finished Airing,Zexcs,Umi Monogatari: Kanon to Iku Amamikoshima,Special
10308,"Apr 5, 2011 to Jun 28, 2011",23 min. per ep.,13,"Action, Comedy, Historical, Samurai, Sci-Fi, Super Power",1831,4621,R+ - Mild Nudity,6.7,Game,Finished Airing,TMS Entertainment,Sengoku Otome: Momoiro Paradox (Battle Girls: Time Paradox),TV
10313,"May 8, 1985",1 hr. 25 min.,1,Fantasy,9136,7311,PG-13 - Teens 13 or older,5.75,Original,Finished Airing,Studio Pierrot,Dallos Special,Movie
10319,"Apr 5, 1992 to Mar 30, 1993",24 min. per ep.,47,"Action, Adventure, Mecha, Sci-Fi",8898,5080,None,6.58,Unknown,Finished Airing,"None found, add some",Chou Dendou Robo Tetsujin 28-gou FX,TV
10321,"Jul 3, 2011 to Sep 24, 2011",25 min. per ep.,13,"Harem, Music, Comedy, Romance, School, Shoujo",551,2205,PG-13 - Teens 13 or older,7.34,Visual novel,Finished Airing,A-1 Pictures,Uta no\xe2\x98\x86Prince-sama\xe2\x99\xaa Maji Love 1000% (Uta no Prince Sama),TV
10323,"Jan 21, 2011",11 min. per ep.,2,"Sports, School",10279,9170,G - All Ages,3.90,Unknown,Finished Airing,"None found, add some",Golden Kids,ONA
10324,"Apr 5, 2011 to Jun 21, 2011",3 min. per ep.,12,"Comedy, Historical, Parody, Samurai, Seinen",5926,4545,PG-13 - Teens 13 or older,6.72,4-koma manga,Finished Airing,Gathering,Tono to Issho: Gantai no Yabou,TV
10325,"Mar 11, 2011 to Dec 21, 2012",30 min. per ep.,2,"Hentai, Vampire",4795,/A,Rx - Hentai,5.89,Visual novel,Finished Airing,"None found, add some",Kyuuketsuki,OVA
10327,"Apr 22, 2011 to Jul 22, 2011",19 min. per ep.,2,Hentai,5485,/A,Rx - Hentai,6.24,Visual novel,Finished Airing,"None found, add some",Cosplay Roshutsu Kenkyuukai,OVA
10330,"Feb 13, 2011 to Jan 26, 2012",24 min. per ep.,46,"Action, Adventure, Fantasy, Game, Shounen",3160,6193,G - All Ages,6.26,Unknown,Finished Airing,TMS Entertainment,Bakugan Battle Brawlers: Mechtanium Surge,TV
10334,"Jul, 1997",47 min.,1,"Action, Adventure, Comedy, Historical, Romance, Samurai",4304,1907,PG-13 - Teens 13 or older,7.42,Manga,Finished Airing,"Studio Gallop,       Studio Deen",Rurouni Kenshin Recap (Samurai X Recap),Special
10335,1997,39 min.,1,"Historical, Military",10105,9818,None,6.45,Unknown,Finished Airing,J.C.Staff,Konpeki no Kantai: Sourai Kaihatsu Monogatari,Special
10336,"Oct 15, 2011 to Mar 24, 2012",24 min. per ep.,21,"Action, Adventure, Sci-Fi",1782,2982,PG-13 - Teens 13 or older,7.13,Original,Finished Airing,Gonzo,"Last Exile: Ginyoku no Fam (Last Exile: Fam, the Silver Wing)",TV
10338,"Apr 13, 2011 to Sep 14, 2011",5 min. per ep.,22,"Comedy, School, Shounen, Supernatural",4171,4775,PG-13 - Teens 13 or older,6.66,Manga,Finished Airing,DLE,Honto ni Atta! Reibai Sensei,TV
10342,"Jul 26, 1964",1 hr. 27 min.,1,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",7839,5484,G - All Ages,6.48,Original,Finished Airing,Mushi Production,Tetsuwan Atom: Uchuu no Yuusha (Astro Boy: The Brave in Space),Movie
10346,"Apr 10, 2011 to Jun 12, 2011",24 min. per ep.,6,Sports,8154,3916,PG-13 - Teens 13 or older,6.87,Unknown,Finished Airing,Toei Animation,Ring ni Kakero 1: Sekai Taikai-hen,TV
10347,"Apr 6, 2011 to Oct 5, 2011",5 min. per ep.,25,"Comedy, Fantasy, Shoujo",7671,7549,G - All Ages,5.58,Unknown,Finished Airing,"None found, add some",Happy Kappy,TV
10348,"Apr 4, 2011 to Jun 27, 2011",2 min. per ep.,13,Sci-Fi,4001,3720,G - All Ages,6.92,Unknown,Finished Airing,Jinnis Animation Studios,Fireball Charming,TV
10349,"Apr 3, 2011 to Oct 4, 2011",2 min. per ep.,25,Kids,8895,5963,G - All Ages,6.34,Other,Finished Airing,Digital Media Lab,Suzy&#039;s Zoo: Daisuki! Witzy,TV
10350,"Aug 5, 2011 to Jun 27, 2012",23 min. per ep.,6,"Action, Historical, Demons, Drama, Fantasy, Josei",2565,800,PG-13 - Teens 13 or older,7.82,Visual novel,Finished Airing,Studio Deen,Hakuouki Sekkaroku,OVA
10351,"Sep 25, 1995",7 min.,1,"Comedy, Sci-Fi, Shounen, Space",4758,2878,PG-13 - Teens 13 or older,7.16,Original,Finished Airing,"None found, add some",Tenchi Muyou! Ryououki 2nd Season Picture Drama,Special
10353,"Apr 12, 1991 to Feb 6, 1992",45 min. per ep.,3,"Comedy, Seinen",9825,10382,None,5.30,Manga,Finished Airing,"None found, add some",Okama Hakusho (Okama Report),OVA
10354,1998,30 sec.,1,Drama,7588,6569,G - All Ages,6.13,Unknown,Finished Airing,"None found, add some",Kakomareta Sekai,ONA
10355,"Dec 5, 1986",44 min.,1,"Adventure, Comedy, Space",9100,7603,PG-13 - Teens 13 or older,5.54,Unknown,Finished Airing,"None found, add some",Twinkle Heart: Gingakei made Todokanai,OVA
10357,"Jul 2, 2012 to Sep 17, 2012",23 min. per ep.,12,"Comedy, Fantasy, Seinen",665,685,PG-13 - Teens 13 or older,7.9,Light novel,Finished Airing,AIC A.S.T.A.,Jinrui wa Suitai Shimashita (Humanity Has Declined),TV
10359,"Apr 9, 2011 to Mar 31, 2012",25 min. per ep.,52,"Fantasy, Magic, Shoujo",5746,4224,PG - Children,6.79,Original,Finished Airing,Studio Comet,Jewelpet Sunshine,TV
10360,"Jul 30, 2001 to Aug 30, 2001",22 min. per ep.,3,"Action, Shounen, Sports",9845,7642,PG-13 - Teens 13 or older,5.5,Other,Finished Airing,Studio Pierrot,Kinniku Banzuke: Kongou-kun no Daibouken!,TV
10361,"Feb 3, 2011",2 min.,1,"Comedy, Slice of Life",5768,4817,G - All Ages,6.65,Original,Finished Airing,Satelight,Macross F: Choujikuu Gekijou,OVA
10368,"Aug 23, 1991 to Sep 27, 1991",45 min. per ep.,2,Hentai,10116,/A,Rx - Hentai,4.55,Unknown,Finished Airing,"None found, add some",Teleclub no Himitsu (Secret of Teleclub),OVA
10369,"May 21, 1989",25 min.,1,"Comedy, Historical",11536,10857,None,6.25,Unknown,Finished Airing,"None found, add some",Shougeki Shinsengumi,OVA
10370,"Apr 3, 2011 to Apr 1, 2012",24 min. per ep.,52,"Adventure, Sports",3687,3800,PG - Children,6.9,Manga,Finished Airing,SynergySP,Metal Fight Beyblade 4D (Beyblade: Metal Fury),TV
10372,"Jul 6, 2011 to Sep 28, 2011",24 min. per ep.,13,"Action, Seinen, Supernatural",1247,2980,R - 17+ (violence & profanity),7.13,Manga,Finished Airing,Brain's Base,Kamisama Dolls,TV
10373,"Jul 21, 2006 to Sep 22, 2006",4 min. per ep.,3,"Romance, Sci-Fi",8038,7163,PG-13 - Teens 13 or older,5.84,Visual novel,Finished Airing,"None found, add some",Soul Link Picture Drama,Special
10375,2005,10 min.,1,Drama,9594,7270,G - All Ages,5.77,Unknown,Finished Airing,"None found, add some",Denshinbashira no Okaasan,Movie
10378,"Sep 27, 2011 to Dec 25, 2011",24 min. per ep.,12,"Comedy, Shounen, Slice of Life",1276,1282,PG-13 - Teens 13 or older,7.61,Manga,Finished Airing,Diomedea,Shinryaku!? Ika Musume (Squid Girl 2),TV
10379,"Jul 5, 2011 to Sep 27, 2011",24 min. per ep.,13,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",534,52,PG-13 - Teens 13 or older,8.66,Manga,Finished Airing,Brain's Base,Natsume Yuujinchou San (Natsume&#039;s Book of Friends Season 3),TV
10380,"Apr 28, 2011",30 min.,1,Hentai,2520,/A,Rx - Hentai,7.6,Visual novel,Finished Airing,PoRO,Oni Chichi: Re-birth,OVA
10384,"Sep 26, 2009 to Nov 27, 2009",7 min. per ep.,10,"Comedy, Romance, School, Shoujo Ai",4047,4749,PG-13 - Teens 13 or older,6.67,Visual novel,Finished Airing,ChuChu,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,ONA
10389,"Sep 10, 2011",2 hr.,1,"Supernatural, Drama",1639,953,G - All Ages,7.76,Original,Finished Airing,Production I.G,Momo e no Tegami (A Letter to Momo),Movie
10390,"Jan 28, 2011 to Apr 7, 2011",3 min. per ep.,3,"Game, Comedy",4088,4635,PG-13 - Teens 13 or older,6.69,Original,Finished Airing,Kinema Citrus,.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,Special
10391,"Aug 12, 2010 to Sep 17, 2010",30 sec. per ep.,6,"Adventure, Comedy, Josei",3831,7326,PG-13 - Teens 13 or older,5.74,Manga,Finished Airing,Brain's Base,Kuragehime: Soreike! Amars Tankentai,Special
10392,"Dec 16, 2011",25 min.,1,Hentai,5463,/A,Rx - Hentai,6.45,Manga,Finished Airing,"None found, add some",Pet Life,OVA
10396,"Oct 9, 2011 to Dec 25, 2011",24 min. per ep.,12,"Action, Martial Arts, Comedy",361,1710,PG-13 - Teens 13 or older,7.46,Light novel,Finished Airing,David Production,Ben-To,TV
10397,"Oct 5, 2011 to Dec 21, 2011",24 min. per ep.,12,"Drama, Harem, Romance, School",803,2418,PG-13 - Teens 13 or older,7.28,Visual novel,Finished Airing,Manglobe,Mashiro-iro Symphony: The Color of Lovers,TV
10405,"Mar 26, 2011",3 min.,1,"Adventure, Sci-Fi",5602,5783,PG-13 - Teens 13 or older,6.38,Unknown,Finished Airing,Production I.G,Xi Avant,Movie
10406,"Mar 16, 2011",30 min.,1,Comedy,6005,7996,G - All Ages,5.18,4-koma manga,Finished Airing,Studio PuYUKAI,Spelunker Sensei (Spelunker Is a Teacher),OVA
10407,"Mar 21, 2011",24 min.,1,Slice of Life,9385,7425,G - All Ages,5.68,Unknown,Finished Airing,"None found, add some",Shimanchu MiRiKa,Special
10408,"Sep 17, 2011",45 min.,1,"Drama, Romance, Shoujo, Supernatural",216,67,G - All Ages,8.59,Manga,Finished Airing,Brain's Base,Hotarubi no Mori e,Movie
10409,"Apr 27, 2001",35 min.,1,Hentai,8690,/A,Rx - Hentai,5.61,Visual novel,Finished Airing,"None found, add some",Kyouhaku: Owaranai Ashita - Special Stage,Special
10417,"Feb 15, 2012",1 hr. 10 min.,1,Horror,1807,7415,R+ - Mild Nudity,5.68,Manga,Finished Airing,ufotable,Gyo (GYO: Tokyo Fish Attack!),OVA
10418,"Oct 8, 2011",27 min.,1,"Action, Sci-Fi, Horror",801,3039,R - 17+ (violence & profanity),7.11,Manga,Finished Airing,Manglobe,Deadman Wonderland OVA,OVA
10419,"May 27, 2011 to Aug 26, 2011",28 min. per ep.,2,Hentai,4004,/A,Rx - Hentai,7.23,Manga,Finished Airing,Office Takeout,Menkui!,OVA
10420,"Mar 18, 2011 to Jul 22, 2011",17 min. per ep.,2,Hentai,5622,/A,Rx - Hentai,6.59,Visual novel,Finished Airing,"None found, add some",Gakuen 3,OVA
10421,"May 27, 2011",23 min.,1,Hentai,5082,/A,Rx - Hentai,6.46,Visual novel,Finished Airing,"None found, add some",Bi-chiku Beach: Nangoku Nyuujoku Satsueikai,OVA
10424,"Feb 25, 2011",15 min.,1,Hentai,7243,/A,Rx - Hentai,5.56,Original,Finished Airing,"None found, add some",Ona x2,OVA
10429,"Mar 11, 2011",15 min.,1,Hentai,6291,/A,Rx - Hentai,6.2,Original,Finished Airing,"None found, add some",Otoko no Ko Ojousama,OVA
10431,"Aug 29, 2010",3 min.,1,"Comedy, Parody",2295,3464,PG-13 - Teens 13 or older,7.0,Light novel,Finished Airing,Silver Link.,Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru &quot;LIPS Eizou&quot;,ONA
10435,"Feb 11, 1992",1 hr. 54 min.,1,"Sports, Romance, Shoujo",9423,8719,None,5.56,Unknown,Finished Airing,"None found, add some",Boyfriend,Special
10436,2009,5 min.,1,"Dementia, Music",8667,8194,G - All Ages,4.91,Unknown,Finished Airing,"None found, add some",Animal Dance,Movie
10444,"Apr 3, 2011 to Sep 25, 2011",25 min. per ep.,24,"Action, Adventure, Fantasy, Comedy, Shounen",2785,1963,PG - Children,7.4,Original,Finished Airing,Toei Animation,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,TV
10445,"Feb, 2011",4 min.,1,Music,3477,1435,G - All Ages,7.55,Unknown,Finished Airing,Madhouse,Perfect Day,Mu
